COD_CARD	PRODUCT
0460501093510	pasta
0460501093510	brioches
0460501093510	tomato souce
0460501093510	biscuits
0460501093657	milk
0460501093657	milk
0460501093657	pasta
0460501093862	milk
0460501093862	pasta
0460501093862	pasta
0460501093978	coke
0460501093978	milk
0460501093978	pasta
0460501093978	water
0460501093978	oil
0460501094159	yoghurt
0460501094173	tunny
0460501094173	frozen vegetables
0460501094173	frozen vegetables
0460501094173	milk
0460501094173	pasta
0460501094173	oil
0460501094470	tunny
0460501094470	biscuits
0460501094470	yoghurt
0460501094470	water
0460501094869	yoghurt
0460501094869	yoghurt
0460501094869	coffee
0460501094869	pasta
0460501094869	pasta
0460501094869	pasta
0460501094869	water
0460501094869	water
0460501094913	biscuits
0460501094913	tunny
0460501094913	milk
0460501094913	biscuits
0460501095095	yoghurt
0460501095095	water
0460501095132	tunny
0460501095132	biscuits
0460501095385	water
0460501095385	milk
0460501095385	coffee
0460501095392	milk
0460501095392	water
0460501095392	yoghurt
0460501095392	rice
0460501095392	milk
0460501095392	pasta
0460501095828	milk
0460501095828	coffee
0460501096023	pasta
0460501096023	pasta
0460501096023	pasta
0460501096023	pasta
0460501096054	pasta
0460501096054	pasta
0460501096054	pasta
0460501096054	pasta
0460501096054	pasta
0460501096092	tunny
0460501096092	milk
0460501096092	tomato souce
0460501096269	ice cream
0460501096344	milk
0460501096344	coffee
0460501096344	coffee
0460501096344	brioches
0460501096467	coffee
0460501096467	milk
0460501096610	beer
0460501096610	pasta
0460501096641	coke
0460501096641	pasta
0460501096641	pasta
0460501096672	milk
0460501096672	biscuits
0460501096702	yoghurt
0460501096702	yoghurt
0460501096702	coke
0460501096702	ice cream
0460501096702	water
0460501096702	biscuits
0460501096894	milk
0460501096894	pasta
0460501096924	milk
0460501096924	pasta
0460501096924	pasta
0460501097013	tunny
0460501097013	milk
0460501097013	coffee
0460501097013	water
0460501097013	pasta
0460501097013	pasta
0460501097013	biscuits
0460501097150	milk
0460501097150	brioches
0460501097150	ice cream
0460501097242	coffee
0460501097242	pasta
0460501097259	milk
0460501097259	frozen vegetables
0460501097259	pasta
0460501097280	water
0460501097495	milk
0460501097495	pasta
0460501097815	frozen vegetables
0460501098447	juices
0460501098522	yoghurt
0460501098522	milk
0460501098522	frozen fish
0460501098522	pasta
0460501098522	pasta
0460501098522	beer
0460501098522	tomato souce
0460501098522	pasta
0460501098577	frozen vegetables
0460501098577	biscuits
0460501098577	water
0460501098577	milk
0460501098584	milk
0460501098584	coffee
0460501098850	water
0460501098973	biscuits
0460501098973	milk
0460501099185	tunny
0460501099185	tomato souce
0460501099185	beer
0460501099307	milk
0460501099307	milk
0460501099307	biscuits
0460501099543	coke
0460501099543	milk
0460501099543	coffee
0460501099543	pasta
0460501099543	pasta
0460501099710	milk
0460501099710	milk
0460501099826	ice cream
0460501099826	milk
0460501099826	brioches
0460501099826	biscuits
0460501099864	pasta
0460501099901	milk
0460501099901	beer
0460501099901	biscuits
0460501100119	water
0460501100119	water
0460501100119	biscuits
0460501100119	milk
0460501100119	milk
0460501100119	coffee
0460501100119	pasta
0460501100119	pasta
0460501100119	tomato souce
0460501100119	yoghurt
0460501100119	yoghurt
0460501100119	yoghurt
0460501100119	biscuits
0460501100119	water
0460501100119	juices
0460501100119	juices
0460501100119	juices
0460501100140	tunny
0460501100348	milk
0460501100386	brioches
0460501100386	beer
0460501101000	milk
0460501101000	pasta
0460501101079	rice
0460501101079	milk
0460501101079	coffee
0460501101079	pasta
0460501101079	water
0460501101185	brioches
0460501101185	pasta
0460501101185	pasta
0460501101185	pasta
0460501101185	pasta
0460501101376	biscuits
0460501101673	beer
0460501101673	coke
0460501101673	beer
0460501101741	water
0460501101741	tunny
0460501101758	milk
0460501101758	brioches
0460501101758	coffee
0460501101758	juices
0460501101765	milk
0460501101765	juices
0460501101765	coffee
0460501101765	tomato souce
0460501101765	yoghurt
0460501101765	yoghurt
0460501101765	biscuits
0460501101765	brioches
0460501101802	water
0460501101802	milk
0460501101802	milk
0460501101857	pasta
0460501101857	water
0460501101857	water
0460501101925	water
0460501101925	milk
0460501101925	pasta
0460501102137	milk
0460501102137	milk
0460501102267	rice
0460501102267	pasta
0460501102267	pasta
0460501102267	pasta
0460501102281	milk
0460501102281	rice
0460501102281	pasta
0460501102441	water
0460501102519	water
0460501102649	yoghurt
0460501102649	tunny
0460501102649	milk
0460501102649	juices
0460501102649	beer
0460501102649	brioches
0460501102908	coffee
0460501102908	water
0460501103035	tunny
0460501103035	pasta
0460501103134	tunny
0460501103141	water
0460501103158	milk
0460501103394	milk
0460501103400	milk
0460501103400	tomato souce
0460501103400	pasta
0460501103547	milk
0460501103547	pasta
0460501103547	tomato souce
0460501103585	pasta
0460501103684	beer
0460501104445	pasta
0460501104445	beer
0460501104476	water
0460501104476	biscuits
0460501104476	coke
0460501104476	biscuits
0460501104544	yoghurt
0460501104544	milk
0460501104544	milk
0460501104544	yoghurt
0460501104544	yoghurt
0460501104544	yoghurt
0460501104544	pasta
0460501104865	coke
0460501104865	tunny
0460501104865	juices
0460501104865	milk
0460501104865	tomato souce
0460501104865	biscuits
0460501104933	frozen vegetables
0460501104933	milk
0460508001358	milk
0460508002591	milk
0460508002591	milk
0460508002591	coffee
0460508002591	yoghurt
0460508002621	milk
0460508004021	water
0460508004021	tunny
0460508004021	brioches
0460508004021	pasta
0460508004021	pasta
0460508004021	juices
0460508004021	crackers
0460508004021	biscuits
0460508005318	yoghurt
0460508005318	milk
0460514016841	coke
0460514018371	frozen vegetables
0460515003963	water
0460515003963	yoghurt
0460515003963	pasta
0460515003963	pasta
0460516001579	beer
0460516001579	coffee
0460516001579	pasta
0460516001579	biscuits
0460516003658	biscuits
0460516003658	brioches
0460516003658	pasta
0460516003658	pasta
0460516004426	biscuits
0460516004426	brioches
0460516012681	pasta
0460516012681	coffee
0460516012681	pasta
0460516015163	beer
0460516031088	coffee
0460516037127	coke
0460522013788	water
0460522013788	frozen vegetables
0460522013788	milk
0460522013788	frozen vegetables
0460522013788	yoghurt
0460522013788	beer
0460526000012	coffee
0460526000036	yoghurt
0460526000319	milk
0460526000319	coffee
0460526001736	biscuits
0460526001736	tomato souce
0460526001736	frozen fish
0460526001736	frozen vegetables
0460526002818	water
0460526002818	frozen vegetables
0460526002818	water
0460526002832	coffee
0460526002832	pasta
0460526002832	pasta
0460526003563	pasta
0460526003563	pasta
0460526003679	coke
0460526003679	biscuits
0460526003846	juices
0460526003846	pasta
0460526003846	pasta
0460526003891	coke
0460526003891	frozen vegetables
0460526003891	frozen vegetables
0460526003891	pasta
0460526004096	coke
0460526004096	biscuits
0460526004270	juices
0460526004270	yoghurt
0460526004270	pasta
0460526004270	yoghurt
0460526004270	milk
0460526004270	milk
0460526004270	coffee
0460526004270	pasta
0460526004270	pasta
0460526004270	pasta
0460526004270	pasta
0460526004270	biscuits
0460526005123	milk
0460526005123	milk
0460526005123	coke
0460526005123	biscuits
0460526008773	yoghurt
0460526008773	coffee
0460526008865	juices
0460526014958	coffee
0460526014958	biscuits
0460526018468	water
0460526018956	tomato souce
0460526018956	yoghurt
0460526018956	biscuits
0460526018956	milk
0460526018956	coffee
0460526018956	water
0460526018956	pasta
0460526018956	pasta
0460526018956	pasta
0460526019168	milk
0460526019168	biscuits
0460526019168	biscuits
0460526019168	coffee
0460526019168	tomato souce
0460526019168	rice
0460526019168	mozzarella
0460526019168	pasta
0460526019441	beer
0460526019922	water
0460526019922	milk
0460528014277	milk
0460528014277	pasta
0460528014277	yoghurt
0460528014277	pasta
0460537001824	coke
0460537001824	frozen vegetables
0460537001824	pasta
0460537001824	pasta
0460537009424	tunny
0460537009424	tomato souce
0460537009424	pasta
0460539000610	water
0460539000610	beer
0460539000610	milk
0460539002157	milk
0460539002157	milk
0460539003888	water
0460539003888	pasta
0460539003888	pasta
0460539003888	pasta
0460539003888	pasta
0460539003888	pasta
0460539003888	biscuits
0460539004298	coke
0460539008470	milk
0460539008470	milk
0460539008470	milk
0460539008470	biscuits
0460202000794	rice
0460202002194	coke
0460202002194	beer
0460202002194	pasta
0460202002194	beer
0460202007526	ice cream
0460202007526	tomato souce
0460202013220	yoghurt
0460202013220	tunny
0460202013220	biscuits
0460202013220	brioches
0460202013220	milk
0460202013220	milk
0460202013220	coffee
0460202013220	biscuits
0460202015125	rice
0460202017952	biscuits
0460202017952	milk
0460202017952	milk
0460202018874	beer
0460202018874	pasta
0460202018874	pasta
0460202023892	milk
0460202023960	water
0460202023960	coke
0460202023960	beer
0460202029474	water
0460202029474	pasta
0460202029474	biscuits
0460202036861	coffee
0460202036861	pasta
0460202036861	pasta
0460202039916	beer
0460202042831	water
0460202042831	milk
0460202042831	yoghurt
0460202042831	rice
0460202043586	milk
0460202043586	coffee
0460202043586	pasta
0460202043586	tunny
0460202043586	biscuits
0460202043586	biscuits
0460202045269	biscuits
0460202050621	tunny
0460202053264	yoghurt
0460202053264	yoghurt
0460202053264	milk
0460202053264	crackers
0460230011427	water
0460230011427	pasta
0460230011427	brioches
0460230011427	biscuits
0460501000082	milk
0460501000129	water
0460501000129	beer
0460501000303	tunny
0460501000310	water
0460501000310	coke
0460501000310	frozen vegetables
0460501000310	frozen vegetables
0460501000310	beer
0460501000310	pasta
0460501000334	pasta
0460501000341	tomato souce
0460501000402	brioches
0460501000426	beer
0460501000433	milk
0460501000563	yoghurt
0460501000709	water
0460501000709	milk
0460501000709	coke
0460501000709	ice cream
0460501000709	biscuits
0460501000709	biscuits
0460501000723	water
0460501000723	water
0460501000723	juices
0460501000723	frozen vegetables
0460501000723	milk
0460501000723	tomato souce
0460501000723	pasta
0460501000723	pasta
0460501000990	frozen vegetables
0460501000990	oil
0460501000990	biscuits
0460501000990	biscuits
0460501001010	yoghurt
0460501001010	milk
0460501001324	yoghurt
0460501001324	yoghurt
0460501001324	yoghurt
0460501001430	pasta
0460501001430	tomato souce
0460501001461	water
0460501001560	frozen vegetables
0460501001560	milk
0460501001560	pasta
0460501001744	milk
0460501001744	coffee
0460501001744	tomato souce
0460501001744	rice
0460501001867	beer
0460501001867	frozen vegetables
0460501001959	yoghurt
0460501001959	ice cream
0460501001966	coke
0460501001966	milk
0460501001966	tomato souce
0460501001966	pasta
0460501001966	water
0460501001980	water
0460501001980	milk
0460501001980	tomato souce
0460501001980	pasta
0460501001980	pasta
0460501002017	coke
0460501002017	brioches
0460501002024	milk
0460501002079	juices
0460501002079	brioches
0460501002079	milk
0460501002079	milk
0460501002079	pasta
0460501002116	brioches
0460501002116	coffee
0460501002116	brioches
0460501002192	water
0460501002192	milk
0460501002192	pasta
0460501002192	pasta
0460501002192	rice
0460501002222	milk
0460501002314	water
0460501002314	yoghurt
0460501002314	biscuits
0460501002369	pasta
0460501002390	coke
0460501002437	coke
0460501002468	pasta
0460501002475	coke
0460501002499	coke
0460501002499	coke
0460501002499	brioches
0460501002499	biscuits
0460501002567	biscuits
0460501002567	biscuits
0460501002697	tunny
0460501002697	tomato souce
0460501002697	tomato souce
0460501002703	biscuits
0460501002703	milk
0460501002703	brioches
0460501002703	crackers
0460501002703	coffee
0460501002703	pasta
0460501002703	milk
0460501002703	pasta
0460501002703	pasta
0460501002727	coke
0460501002727	biscuits
0460501002727	beer
0460501003038	milk
0460501003052	tunny
0460501003052	frozen vegetables
0460501003052	milk
0460501003052	brioches
0460501003052	brioches
0460501003113	milk
0460501003113	rice
0460501003113	pasta
0460501003168	water
0460501003168	coke
0460501003168	pasta
0460501003168	pasta
0460501003168	pasta
0460501003267	milk
0460501003281	coke
0460501003281	tunny
0460501003281	coffee
0460501003281	milk
0460501003281	ice cream
0460501003281	beer
0460501003311	coffee
0460501003366	milk
0460501003366	frozen fish
0460501003588	frozen vegetables
0460501003625	oil
0460501003656	milk
0460501003786	biscuits
0460501004059	milk
0460501004059	coffee
0460501004059	biscuits
0460501004110	milk
0460501004110	frozen vegetables
0460501004110	pasta
0460501004240	biscuits
0460501004240	milk
0460501004240	rice
0460501004240	pasta
0460501004240	pasta
0460501004271	milk
0460501004271	oil
0460501004356	coffee
0460501004370	coke
0460501004431	frozen fish
0460501004578	milk
0460501004578	juices
0460501004660	water
0460501004660	yoghurt
0460501004660	yoghurt
0460501004660	milk
0460501004660	milk
0460501004660	coffee
0460501004660	pasta
0460501004677	milk
0460501004677	coke
0460501004677	water
0460501004738	tinned meat
0460501004738	coffee
0460501004738	pasta
0460501004738	pasta
0460501005001	coffee
0460501005032	pasta
0460501005032	beer
0460501005131	frozen vegetables
0460501005216	water
0460501005216	tunny
0460501005261	water
0460501005261	biscuits
0460501005261	milk
0460501005346	milk
0460501005469	biscuits
0460501005469	pasta
0460501005469	frozen vegetables
0460501005469	juices
0460501005469	coffee
0460501005469	pasta
0460501005469	pasta
0460501005520	tomato souce
0460501005520	tunny
0460501005520	biscuits
0460501005520	beer
0460501005643	milk
0460501005643	pasta
0460501005643	yoghurt
0460501005759	yoghurt
0460501005759	milk
0460501005759	pasta
0460501005759	biscuits
0460501005773	frozen vegetables
0460501005773	frozen fish
0460501005773	biscuits
0460501005810	coke
0460501005827	frozen vegetables
0460501005827	milk
0460501005827	pasta
0460501005827	pasta
0460501005827	tomato souce
0460501005827	pasta
0460501005827	brioches
0460501006053	tunny
0460501006329	juices
0460501006329	milk
0460501006664	water
0460501006664	coke
0460501006664	milk
0460501006985	water
0460501007074	milk
0460501007074	pasta
0460501007074	pasta
0460501007074	pasta
0460501007074	tomato souce
0460501007166	pasta
0460501007517	beer
0460501007517	milk
0460501007517	frozen vegetables
0460501007517	coffee
0460501007517	pasta
0460501007791	milk
0460501007807	milk
0460501008224	yoghurt
0460501008224	frozen vegetables
0460501008224	frozen vegetables
0460501008224	pasta
0460501008224	pasta
0460501008224	pasta
0460501008224	pasta
0460501008224	biscuits
0460501008781	biscuits
0460501008972	oil
0460501008996	yoghurt
0460501008996	milk
0460501009122	tunny
0460501009122	yoghurt
0460501009122	milk
0460501009122	milk
0460501009122	pasta
0460501009122	milk
0460501009252	milk
0460501009542	water
0460501009672	coke
0460501009672	yoghurt
0460501009719	yoghurt
0460501009719	yoghurt
0460501009719	oil
0460501009733	water
0460501009733	tunny
0460501009733	pasta
0460501009733	water
0460501009733	oil
0460501010418	water
0460501010418	water
0460501010418	yoghurt
0460501010418	yoghurt
0460501010418	coffee
0460501010418	pasta
0460501010418	pasta
0460501010418	pasta
0460501010418	pasta
0460501010418	biscuits
0460501010500	frozen vegetables
0460501010500	milk
0460501010500	milk
0460501010524	milk
0460501010579	pasta
0460501010708	frozen vegetables
0460501010739	milk
0460501010951	milk
0460501010951	milk
0460501011217	milk
0460501011217	milk
0460501011217	milk
0460501011217	frozen vegetables
0460501011217	beer
0460501011279	biscuits
0460501011279	milk
0460501011309	water
0460501011309	tunny
0460501011309	frozen vegetables
0460501011309	milk
0460501011309	biscuits
0460501011347	yoghurt
0460501011347	milk
0460501011415	coffee
0460501011415	milk
0460501011477	beer
0460501011521	pasta
0460501011521	tomato souce
0460501011682	milk
0460501011682	pasta
0460501011781	yoghurt
0460501011798	milk
0460501011798	pasta
0460501011798	pasta
0460501011798	beer
0460501011798	pasta
0460501011798	mozzarella
0460501012214	frozen fish
0460501012252	water
0460501012252	milk
0460501012252	milk
0460501012252	water
0460501012252	pasta
0460501012252	pasta
0460501012429	biscuits
0460501012443	coke
0460501012450	water
0460501012450	biscuits
0460501012580	milk
0460501012634	ice cream
0460501012634	biscuits
0460501012634	mozzarella
0460501012634	brioches
0460501012672	tomato souce
0460501012689	tunny
0460501012689	rice
0460501012689	frozen vegetables
0460501012689	milk
0460501012689	coffee
0460501012689	biscuits
0460501012696	coke
0460501012788	beer
0460501012801	rice
0460501012825	yoghurt
0460501012825	yoghurt
0460501012825	ice cream
0460501012856	yoghurt
0460501012856	brioches
0460501012856	juices
0460501012887	coffee
0460501012955	beer
0460501012955	milk
0460501012993	juices
0460501012993	brioches
0460501012993	pasta
0460501012993	milk
0460501013082	beer
0460501013082	tunny
0460501013204	beer
0460501013204	milk
0460501013204	frozen vegetables
0460501013204	rice
0460501013204	coffee
0460501013204	pasta
0460501013204	pasta
0460501013204	pasta
0460501013204	pasta
0460501013204	pasta
0460501013204	pasta
0460501013204	pasta
0460501013204	pasta
0460501013204	pasta
0460501013204	ice cream
0460501013204	biscuits
0460501013204	brioches
0460501013372	biscuits
0460501013372	milk
0460501013662	tomato souce
0460501013662	frozen vegetables
0460501013662	pasta
0460501013907	coffee
0460501013907	coffee
0460501013945	water
0460501013945	pasta
0460501013945	beer
0460501013945	pasta
0460501013945	milk
0460501013969	tomato souce
0460501013969	oil
0460501013969	milk
0460501014072	coke
0460501014072	brioches
0460501014157	milk
0460501014201	milk
0460501014294	water
0460501014294	coke
0460501014317	milk
0460501014386	milk
0460501014423	milk
0460501014423	water
0460501014430	water
0460501014430	milk
0460501014430	frozen vegetables
0460501014430	rice
0460501014454	milk
0460501014454	milk
0460501014454	milk
0460501014843	milk
0460501014843	milk
0460501014843	biscuits
0460501014843	pasta
0460501014911	frozen vegetables
0460501014911	ice cream
0460501014911	brioches
0460501014911	pasta
0460501014911	pasta
0460501014911	pasta
0460501014911	pasta
0460501014935	water
0460501014935	milk
0460501014935	tunny
0460501014935	crackers
0460501014935	rice
0460501014935	milk
0460501014935	biscuits
0460501014935	brioches
0460501014935	pasta
0460501014935	biscuits
0460501014935	biscuits
0460501014959	milk
0460501014959	pasta
0460501015048	coffee
0460501015048	pasta
0460501015048	pasta
0460501015048	pasta
0460501015086	tunny
0460501015086	frozen vegetables
0460501015086	yoghurt
0460501015086	mozzarella
0460501015086	pasta
0460501015086	tomato souce
0460501015086	pasta
0460501015147	frozen vegetables
0460501015147	pasta
0460501015147	pasta
0460501015147	biscuits
0460501015437	tunny
0460501015437	biscuits
0460501015437	biscuits
0460501015475	pasta
0460501015499	beer
0460501015499	frozen fish
0460501015499	yoghurt
0460501015505	milk
0460501015505	frozen vegetables
0460501015536	pasta
0460501015598	coffee
0460501015598	biscuits
0460501015734	tunny
0460501015833	frozen fish
0460501015833	pasta
0460501015871	frozen vegetables
0460501015949	pasta
0460501015949	tomato souce
0460501016120	beer
0460501016120	milk
0460501016403	rice
0460501016403	milk
0460501016403	pasta
0460501016618	yoghurt
0460501016618	biscuits
0460501016618	brioches
0460501016618	milk
0460501016618	milk
0460501016724	biscuits
0460501016809	milk
0460501016809	milk
0460501016809	milk
0460501017356	milk
0460501017356	brioches
0460501017356	milk
0460501017356	biscuits
0460501017356	yoghurt
0460501017455	water
0460501017455	tunny
0460501017455	milk
0460501017653	milk
0460501017653	coke
0460501017653	tomato souce
0460501017653	rice
0460501017806	ice cream
0460501017950	biscuits
0460501017950	rice
0460501017950	milk
0460501017950	coffee
0460501017950	tomato souce
0460501017950	beer
0460501018056	coffee
0460501018100	milk
0460501018179	water
0460501018179	milk
0460501018179	frozen vegetables
0460501018254	milk
0460501018254	juices
0460501018254	brioches
0460501018254	frozen vegetables
0460501018254	pasta
0460501018353	coffee
0460501018353	pasta
0460501018599	coke
0460501018599	water
0460501018759	coffee
0460501018902	milk
0460501018902	milk
0460501018902	coffee
0460501018902	pasta
0460501019022	brioches
0460501019022	biscuits
0460501019060	biscuits
0460501019060	crackers
0460501019190	tunny
0460501019190	brioches
0460501019190	brioches
0460501019336	coffee
0460501019336	pasta
0460501019336	pasta
0460501019336	biscuits
0460501019336	tomato souce
0460501019435	yoghurt
0460501019466	milk
0460501020233	water
0460501020233	coke
0460501020233	milk
0460501020233	coffee
0460501020233	pasta
0460501020233	biscuits
0460501020233	biscuits
0460501020424	tunny
0460501020424	coffee
0460501020479	water
0460501020530	yoghurt
0460501020530	water
0460501020530	tunny
0460501020530	milk
0460501020530	brioches
0460501020592	brioches
0460501020592	biscuits
0460501020646	frozen fish
0460501020646	ice cream
0460501020646	pasta
0460501020646	frozen fish
0460501020646	pasta
0460501020660	water
0460501020660	biscuits
0460501020851	milk
0460501020851	juices
0460501020943	tunny
0460501020943	frozen vegetables
0460501020943	milk
0460501021087	tunny
0460501021216	water
0460501021216	milk
0460501021216	milk
0460501021216	pasta
0460501021230	water
0460501021230	yoghurt
0460501021230	coffee
0460501021230	water
0460501021230	milk
0460501021254	milk
0460501022176	milk
0460501022343	milk
0460501022343	biscuits
0460501022497	yoghurt
0460501022497	crackers
0460501022565	milk
0460501022565	biscuits
0460501022688	yoghurt
0460501022688	milk
0460501022688	coffee
0460501022688	biscuits
0460501022725	coke
0460501022725	water
0460501023463	coke
0460501023463	frozen vegetables
0460501023463	frozen vegetables
0460501023463	frozen vegetables
0460501023463	beer
0460501023463	pasta
0460501023647	milk
0460501023777	frozen vegetables
0460501023777	pasta
0460501023876	tinned meat
0460501023876	tinned meat
0460501023876	tunny
0460501023876	pasta
0460501023876	pasta
0460501023890	pasta
0460501024118	tunny
0460501024118	milk
0460501024118	milk
0460501024767	milk
0460501024767	water
0460501024828	water
0460501024828	milk
0460501024941	milk
0460501025498	yoghurt
0460501025801	frozen vegetables
0460501026129	biscuits
0460501026129	yoghurt
0460501026129	biscuits
0460501026129	brioches
0460501026716	frozen vegetables
0460501027164	pasta
0460501027164	pasta
0460501027164	pasta
0460501027225	tunny
0460501027225	tunny
0460501027324	yoghurt
0460501027324	yoghurt
0460501027324	yoghurt
0460501027324	milk
0460501027720	biscuits
0460501027720	biscuits
0460501027775	water
0460501027775	water
0460501027775	coke
0460501027775	pasta
0460501027775	beer
0460501027881	frozen vegetables
0460501027881	milk
0460501027935	coke
0460501027935	frozen vegetables
0460501027935	tomato souce
0460501027935	milk
0460501027935	pasta
0460501028154	coke
0460501028154	pasta
0460501028451	tunny
0460501028451	brioches
0460501028574	tunny
0460501028574	coffee
0460501028574	pasta
0460501028574	biscuits
0460501028741	milk
0460501028741	milk
0460501028741	pasta
0460501028741	biscuits
0460501028772	milk
0460501028772	milk
0460501029007	coke
0460501029007	milk
0460501029007	frozen vegetables
0460501029151	yoghurt
0460501029151	tomato souce
0460501029151	milk
0460501029151	biscuits
0460501029380	water
0460501029380	yoghurt
0460501029380	milk
0460501029601	yoghurt
0460501029601	tunny
0460501029601	milk
0460501029601	coffee
0460501029601	pasta
0460501029601	pasta
0460501029601	pasta
0460501029601	pasta
0460501029601	biscuits
0460501030768	water
0460501030768	biscuits
0460501031208	biscuits
0460501031208	coffee
0460501031208	coffee
0460501031208	pasta
0460501031543	milk
0460501031543	milk
0460501031772	tunny
0460501031772	milk
0460501031772	tunny
0460501031772	water
0460501031772	pasta
0460501031857	biscuits
0460501031871	milk
0460501031871	milk
0460501031871	tomato souce
0460501031871	coffee
0460501031871	pasta
0460501031871	pasta
0460501031871	water
0460501032151	water
0460501032151	water
0460501032151	milk
0460501032205	milk
0460501032205	coffee
0460501032892	yoghurt
0460501032892	milk
0460501032892	beer
0460501033158	yoghurt
0460501033158	yoghurt
0460501033158	yoghurt
0460501033158	milk
0460501033158	pasta
0460501033158	tomato souce
0460501033196	beer
0460501033196	biscuits
0460501033363	milk
0460501033363	water
0460501033790	water
0460501033851	tomato souce
0460501034100	water
0460501034193	tomato souce
0460501034193	milk
0460501034216	frozen fish
0460501034216	frozen fish
0460501034551	milk
0460501034551	water
0460501034551	biscuits
0460501034964	yoghurt
0460501035435	milk
0460501035435	biscuits
0460501035541	water
0460501035619	biscuits
0460501035619	rice
0460501035619	pasta
0460501035619	pasta
0460501035701	coffee
0460501036005	milk
0460501036074	milk
0460501036074	milk
0460501036074	milk
0460501036197	yoghurt
0460501036197	yoghurt
0460501036197	brioches
0460501036197	brioches
0460501036197	frozen vegetables
0460501036197	coffee
0460501036197	brioches
0460501036296	milk
0460501036593	tunny
0460501036593	biscuits
0460501036593	juices
0460501036593	biscuits
0460501036616	tomato souce
0460501036852	rice
0460501037255	coke
0460501037255	frozen fish
0460501037255	ice cream
0460501037255	milk
0460501038146	milk
0460501038146	milk
0460501038146	pasta
0460501038146	milk
0460501038146	biscuits
0460501038146	biscuits
0460501038207	frozen fish
0460501038207	rice
0460501038207	milk
0460501038207	beer
0460501038207	pasta
0460501039082	ice cream
0460501039709	coke
0460501039709	water
0460501040286	beer
0460501040286	milk
0460501040484	crackers
0460501040484	water
0460501040897	water
0460501040897	water
0460501040972	juices
0460501041337	coffee
0460501041337	biscuits
0460501041344	yoghurt
0460501041344	biscuits
0460501041344	frozen vegetables
0460501041344	milk
0460501041344	tomato souce
0460501041344	coffee
0460501041344	beer
0460501041344	water
0460501041368	water
0460501041368	coke
0460501041368	oil
0460501041368	milk
0460501041368	milk
0460501041443	frozen fish
0460501041566	pasta
0460501041597	milk
0460501041597	biscuits
0460501041917	frozen fish
0460501042129	yoghurt
0460501042129	rice
0460501042129	tinned meat
0460501042129	mozzarella
0460501042129	brioches
0460501042129	pasta
0460501042242	coffee
0460501042495	yoghurt
0460501042495	pasta
0460501042495	pasta
0460501042495	pasta
0460501042532	water
0460501042556	water
0460501042556	biscuits
0460501042556	brioches
0460501042556	brioches
0460501042556	brioches
0460501042556	coffee
0460501042556	pasta
0460501042556	pasta
0460501042556	pasta
0460501042648	milk
0460501042648	pasta
0460501042938	coke
0460501042938	milk
0460501042938	ice cream
0460501042938	tunny
0460501043348	coffee
0460501043492	yoghurt
0460501043492	yoghurt
0460501043867	milk
0460501043867	milk
0460501043898	milk
0460501043898	pasta
0460501043898	milk
0460501043904	milk
0460501044109	beer
0460501044109	water
0460501044109	milk
0460501044109	juices
0460501044109	coke
0460501044109	crackers
0460501044109	coffee
0460501044109	biscuits
0460501044239	tunny
0460501044239	brioches
0460501044239	tomato souce
0460501044239	brioches
0460501044239	beer
0460501044239	water
0460501044239	pasta
0460501044239	pasta
0460501044284	oil
0460501044284	milk
0460501044284	milk
0460501044444	juices
0460501044444	water
0460501044444	oil
0460501044642	water
0460501044642	beer
0460501045106	water
0460501045106	biscuits
0460501045106	milk
0460501045106	tomato souce
0460501045700	water
0460501046035	frozen vegetables
0460501046035	yoghurt
0460501046035	brioches
0460501047353	coke
0460501047353	milk
0460501047407	tunny
0460501047407	water
0460501047605	coke
0460501047605	beer
0460501047612	yoghurt
0460501047612	coke
0460501047865	rice
0460501047865	yoghurt
0460501047865	coffee
0460501047865	coffee
0460501047865	tomato souce
0460501047865	pasta
0460501047865	yoghurt
0460501047933	frozen vegetables
0460501048183	tunny
0460501048183	frozen fish
0460501048183	pasta
0460501048251	water
0460501048305	tunny
0460501048305	coffee
0460501048411	yoghurt
0460501048411	yoghurt
0460501048411	milk
0460501048541	biscuits
0460501048619	biscuits
0460501048619	frozen vegetables
0460501048619	pasta
0460501048619	pasta
0460501049098	tunny
0460501049098	oil
0460501049135	coke
0460501049135	brioches
0460501049135	milk
0460501049135	beer
0460501049135	pasta
0460501049333	pasta
0460501050889	frozen fish
0460501050889	frozen vegetables
0460501050889	brioches
0460501050889	frozen vegetables
0460501051107	pasta
0460501051169	biscuits
0460501051169	milk
0460501051169	rice
0460501051169	coffee
0460501051169	tomato souce
0460501051169	brioches
0460501051169	biscuits
0460501051657	oil
0460501051657	milk
0460501051657	brioches
0460501051657	coffee
0460501051657	brioches
0460501051671	coke
0460501051671	milk
0460501051671	rice
0460501051671	tomato souce
0460501051671	biscuits
0460501052401	water
0460501052401	water
0460501052487	milk
0460501052487	biscuits
0460501052487	coffee
0460501052487	water
0460501052487	pasta
0460501053231	tunny
0460501053231	milk
0460501053231	water
0460501053231	milk
0460501053361	brioches
0460501053361	water
0460501053361	water
0460501053361	pasta
0460501053620	biscuits
0460501053620	coffee
0460501053620	pasta
0460501053620	pasta
0460501053774	brioches
0460501053774	rice
0460501053774	coffee
0460501054078	water
0460501054078	pasta
0460501054498	milk
0460501054498	brioches
0460501054757	yoghurt
0460501054757	tomato souce
0460501054757	yoghurt
0460501054757	milk
0460501054757	coffee
0460501054757	beer
